NAME,S1501_C01_001E: Population 18 to 24 years,S1501_C01_002E: Population 18 to 24 years - Less than high school graduate,S1501_C01_003E: Population 18 to 24 years - High school graduate (includes equivalency),S1501_C01_004E: Population 18 to 24 years - Some college or associate's degree,S1501_C01_005E: Population 18 to 24 years - Bachelor's degree or higher,S1501_C01_006E: Population 25 years and over,S1501_C01_007E: Population 25 years and over - Less than 9th grade,"S1501_C01_008E: Population 25 years and over - 9th to 12th grade, no diploma",S1501_C01_009E: Population 25 years and over - High school graduate (includes equivalency),"S1501_C01_010E: Population 25 years and over - Some college, no degree",S1501_C01_011E: Population 25 years and over - Associate's degree,S1501_C01_012E: Population 25 years and over - Bachelor's degree,S1501_C01_013E: Population 25 years and over - Graduate or professional degree,S1501_C01_014E: Population 25 years and over - High school graduate or higher,S1501_C01_015E: Population 25 years and over - Bachelor's degree or higher,S1501_C01_059E: Population 25 years and over with earnings,S1501_C01_060E: Population 25 years and over with earnings - Less than high school graduate,S1501_C01_061E: Population 25 years and over with earnings - High school graduate (includes equivalency),S1501_C01_062E: Population 25 years and over with earnings - Some college or associate's degree,S1501_C01_063E: Population 25 years and over with earnings - Bachelor's degree,S1501_C01_064E: Population 25 years and over with earnings - Graduate or professional degree,state,county,tract,B01003_001E: Total Population,B11005_001E: Total Households,B11005_002E: Households with one or more people under 18 years,B11005_012E: Family households without people under 18 years,B11005_017E: Nonfamily households without people under 18 years,B06010_002E: No income,B06010_003E: With income,"B06010_004E: $1 to $9,999 or loss","B06010_005E: $10,000 to $14,999","B06010_006E: $15,000 to $24,999","B06010_007E: $25,000 to $34,999","B06010_008E: $35,000 to $49,999","B06010_009E: $50,000 to $64,999","B06010_010E: $65,000 to $74,999","B06010_011E: $75,000 or more",STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Tract & County,WF_Present,lat,long
"Census Tract 82.09, Lucas County, Ohio",159,0,48,98,13,2170,19,44,398,345,174,679,511,2107,1190,57413,0,40729,50463,54496,115000,39,095,008209,3149,1186,440,500,246,203,2189,185,170,126,272,143,432,106,755,,,,,,,,,,,,,,,,,,,,
"Census Tract 82.10, Lucas County, Ohio",148,0,60,79,9,1064,12,39,212,241,113,296,151,1013,447,35509,0,19871,39583,63326,33482,39,095,008210,1467,749,106,214,429,93,1119,125,81,185,193,228,166,58,83,,,,,,,,,,,,,,,,,,,,
"Census Tract 83.02, Lucas County, Ohio",111,28,5,67,11,1293,0,8,168,229,77,508,303,1285,811,52263,0,67679,30000,50612,109135,39,095,008302,1670,723,167,370,186,45,1435,129,111,143,171,190,237,78,376,,,,,,,,,,,,,,,,,,,,
"Census Tract 83.03, Lucas County, Ohio",97,6,53,0,38,2340,106,58,505,471,215,602,383,2176,985,39549,0,0,38125,53837,66167,39,095,008303,3067,1334,361,496,477,224,2292,301,160,300,243,348,340,150,450,,,,,,,,,,,,,,,,,,,,
"Census Tract 83.04, Lucas County, Ohio",145,0,13,54,78,2198,22,121,264,274,136,829,552,2055,1381,58239,0,45417,0,56563,62028,39,095,008304,2857,1400,217,393,790,274,2087,251,111,267,339,175,366,138,440,,,,,,,,,,,,,,,,,,,,
"Census Tract 84.01, Lucas County, Ohio",76,39,18,19,0,2269,3,112,296,631,199,431,597,2154,1028,44412,0,0,38694,0,47757,39,095,008401,2823,1526,282,413,831,196,2150,305,68,320,451,550,152,170,134,,,,,,,,,,,,,,,,,,,,
"Census Tract 84.02, Lucas County, Ohio",58,0,32,26,0,1486,0,65,470,300,110,264,277,1421,541,49827,0,46630,40000,61094,82527,39,095,008402,2049,799,219,366,214,293,1347,88,96,121,102,266,260,61,353,,,,,,,,,,,,,,,,,,,,
"Census Tract 85.01, Lucas County, Ohio",159,0,0,159,0,1985,1,82,664,446,350,232,210,1902,442,39317,0,36865,41000,65597,38973,39,095,008501,2529,1198,308,373,517,138,2111,324,200,343,212,545,259,123,105,,,,,,,,,,,,,,,,,,,,
"Census Tract 85.02, Lucas County, Ohio",113,0,27,30,56,1123,0,105,361,317,14,165,161,1018,326,36845,30893,26000,46771,0,35625,39,095,008502,1391,716,91,290,335,112,1158,218,134,160,98,385,86,40,37,,,,,,,,,,,,,,,,,,,,
"Census Tract 86.01, Lucas County, Ohio",80,0,38,42,0,1733,45,129,632,390,233,276,28,1559,304,34185,0,0,33724,38906,0,39,095,008601,2453,971,403,262,306,236,1631,214,247,263,254,287,220,39,107,,,,,,,,,,,,,,,,,,,,
"Census Tract 86.02, Lucas County, Ohio",275,96,0,58,121,2120,67,165,968,257,302,105,256,1888,361,37809,0,38331,47721,0,17150,39,095,008602,2937,1169,367,359,443,215,2241,399,282,323,283,514,95,74,271,,,,,,,,,,,,,,,,,,,,
"Census Tract 87.01, Lucas County, Ohio",251,39,38,150,24,2240,22,104,608,525,400,344,237,2114,581,34236,0,36833,11157,44172,39323,39,095,008701,3078,1691,332,408,951,72,2508,469,223,393,311,572,239,165,136,,,,,,,,,,,,,,,,,,,,
"Census Tract 87.02, Lucas County, Ohio",231,29,81,98,23,1673,41,163,814,397,118,107,33,1469,140,25163,0,0,25038,53375,0,39,095,008702,2452,891,290,342,259,275,1760,378,140,463,185,202,216,73,103,,,,,,,,,,,,,,,,,,,,
"Census Tract 87.03, Lucas County, Ohio",43,0,2,14,27,1427,13,91,328,244,114,399,238,1323,637,43864,41429,35833,38630,50268,96000,39,095,008703,1863,852,173,315,364,103,1397,117,36,108,208,296,191,108,333,,,,,,,,,,,,,,,,,,,,
"Census Tract 88.01, Lucas County, Ohio",415,45,173,159,38,2639,0,46,355,593,300,895,450,2593,1345,52163,0,50938,51113,50750,69570,39,095,008801,3872,1515,527,592,396,237,2887,276,234,449,256,483,398,171,620,,,,,,,,,,,,,,,,,,,,
"Census Tract 88.02, Lucas County, Ohio",184,3,80,76,25,2728,43,197,824,809,220,417,218,2488,635,35417,23359,43015,39500,32321,53594,39,095,008802,3324,1490,231,651,608,245,2705,480,198,573,451,446,135,137,285,,,,,,,,,,,,,,,,,,,,
"Census Tract 89.03, Lucas County, Ohio",155,10,57,56,32,3036,0,42,664,618,310,744,658,2994,1402,53031,0,43494,40326,62375,78861,39,095,008903,4400,1801,518,658,625,201,3079,348,229,262,371,477,429,165,798,,,,,,,,,,,,,,,,,,,,
"Census Tract 89.04, Lucas County, Ohio",155,0,19,136,0,1041,0,40,405,239,144,122,91,1001,213,50238,0,60066,50774,0,0,39,095,008904,1530,536,116,229,191,148,1159,224,53,240,114,164,115,19,230,,,,,,,,,,,,,,,,,,,,
"Census Tract 89.05, Lucas County, Ohio",101,15,27,16,43,2474,18,87,721,379,230,664,375,2369,1039,44719,0,36106,51533,42316,67250,39,095,008905,3528,1448,440,535,473,267,2516,271,153,277,266,441,242,216,650,,,,,,,,,,,,,,,,,,,,
"Census Tract 89.06, Lucas County, Ohio",135,17,6,93,19,1967,12,23,468,245,223,747,249,1932,996,58750,0,39069,48929,87011,52500,39,095,008906,2544,1111,228,456,427,67,2194,199,143,357,296,253,262,143,541,,,,,,,,,,,,,,,,,,,,
"Census Tract 90.01, Lucas County, Ohio",295,0,60,235,0,2560,0,7,751,231,294,695,582,2553,1277,61071,0,28208,53125,99583,94659,39,095,009001,4006,1480,548,575,357,167,2878,440,276,254,210,292,336,176,894,,,,,,,,,,,,,,,,,,,,
"Census Tract 90.02, Lucas County, Ohio",60,0,9,51,0,3377,74,136,377,680,471,803,836,3167,1639,60495,0,47031,50707,61092,105431,39,095,009002,4938,1667,552,547,568,399,3162,362,328,241,378,425,504,114,810,,,,,,,,,,,,,,,,,,,,
"Census Tract 90.03, Lucas County, Ohio",146,0,0,76,70,2904,1,36,373,824,414,816,440,2867,1256,46938,0,26125,46750,49516,56012,39,095,009003,3630,1748,281,730,737,208,2842,281,105,497,200,554,433,142,630,,,,,,,,,,,,,,,,,,,,
"Census Tract 91.01, Lucas County, Ohio",237,8,25,194,10,3419,3,105,473,565,293,1172,808,3311,1980,61793,7279,37083,47375,81429,105438,39,095,009101,4922,1760,612,893,255,381,3456,506,243,377,268,308,356,198,1200,,,,,,,,,,,,,,,,,,,,
"Census Tract 91.03, Lucas County, Ohio",271,45,113,62,51,1984,47,81,426,217,274,501,438,1856,939,59427,18810,0,71667,57763,66683,39,095,009103,2561,1104,188,566,350,189,2153,270,95,158,245,250,360,192,583,,,,,,,,,,,,,,,,,,,,
"Census Tract 91.04, Lucas County, Ohio",271,54,43,174,0,1833,90,103,607,466,179,314,74,1640,388,41691,0,40156,34375,59925,0,39,095,009104,2684,902,284,392,226,158,1995,426,93,323,272,333,209,103,236,,,,,,,,,,,,,,,,,,,,
"Census Tract 92.03, Lucas County, Ohio",96,17,31,42,6,2243,13,29,537,298,237,589,540,2201,1129,56105,0,40196,41830,74327,62102,39,095,009203,3114,1252,423,465,364,328,2202,291,101,249,146,365,232,65,753,,,,,,,,,,,,,,,,,,,,
"Census Tract 92.04, Lucas County, Ohio",97,0,64,33,0,2821,16,20,476,323,338,868,780,2785,1648,66955,0,43558,57358,75114,90000,39,095,009204,4280,1416,740,483,193,370,2761,336,221,235,221,219,332,123,1074,,,,,,,,,,,,,,,,,,,,
"Census Tract 92.05, Lucas County, Ohio",579,9,311,245,14,3160,0,72,357,771,241,904,815,3088,1719,63705,0,36089,58281,70714,79179,39,095,009205,4900,1761,680,781,300,143,3678,500,280,243,345,381,421,332,1176,,,,,,,,,,,,,,,,,,,,
"Census Tract 92.06, Lucas County, Ohio",96,0,26,43,27,2023,18,81,470,351,344,503,256,1924,759,49728,51908,48500,32981,43516,76833,39,095,009206,2787,1084,419,315,350,53,2183,239,198,292,197,350,425,26,456,,,,,,,,,,,,,,,,,,,,
"Census Tract 93, Lucas County, Ohio",106,18,21,61,6,1112,19,93,410,229,107,136,118,1000,254,44375,0,37273,36250,72083,39792,39,095,009300,1484,598,113,365,120,116,1174,180,84,225,153,121,124,72,215,,,,,,,,,,,,,,,,,,,,
"Census Tract 94, Lucas County, Ohio",194,47,49,93,5,1641,72,133,449,377,286,255,69,1436,324,36804,21094,38750,34125,61538,86458,39,095,009400,2704,877,337,336,204,334,1887,401,117,246,236,389,200,93,205,,,,,,,,,,,,,,,,,,,,
"Census Tract 95, Lucas County, Ohio",292,141,74,65,12,2408,109,121,932,545,326,291,84,2178,375,36250,35673,36993,34088,48092,0,39,095,009500,3023,1246,164,691,391,210,2560,373,234,294,458,528,241,115,317,,,,,,,,,,,,,,,,,,,,
"Census Tract 96, Lucas County, Ohio",208,85,75,48,0,2522,26,125,711,647,434,398,181,2371,579,41442,20781,57833,37500,54792,75795,39,095,009600,3397,1252,391,671,190,232,2636,336,305,367,298,430,256,112,532,,,,,,,,,,,,,,,,,,,,
"Census Tract 97, Lucas County, Ohio",208,24,116,47,21,2383,9,110,1090,524,210,310,130,2264,440,43850,0,32206,49844,54286,75938,39,095,009700,3120,1313,272,629,412,261,2465,376,344,219,363,367,228,182,386,,,,,,,,,,,,,,,,,,,,
"Census Tract 98, Lucas County, Ohio",185,52,105,28,0,3448,37,171,1293,613,425,593,316,3240,909,50369,0,35833,48125,57825,72008,39,095,009800,4480,1740,522,860,358,461,3429,290,367,542,329,437,462,274,728,,,,,,,,,,,,,,,,,,,,
"Census Tract 99.01, Lucas County, Ohio",177,29,96,32,20,2590,18,147,834,723,224,358,286,2425,644,47679,0,42348,31953,56985,78550,39,095,009901,3288,1411,274,732,405,180,2731,409,131,360,390,530,345,120,446,,,,,,,,,,,,,,,,,,,,
"Census Tract 99.02, Lucas County, Ohio",132,0,39,89,4,792,37,50,418,118,74,51,44,705,95,38714,0,0,42804,55000,89063,39,095,009902,1251,487,111,166,210,76,961,250,77,149,78,205,113,24,65,,,,,,,,,,,,,,,,,,,,
"Census Tract 100.01, Lucas County, Ohio",223,23,73,93,34,2910,54,143,1092,549,334,448,290,2713,738,46389,0,42986,45676,45000,59391,39,095,010001,3963,1691,450,700,541,200,3145,342,273,597,387,516,481,117,432,,,,,,,,,,,,,,,,,,,,
"Census Tract 100.02, Lucas County, Ohio",377,100,226,51,0,2454,129,84,1044,504,323,275,95,2241,370,30304,7299,26023,31023,45500,54602,39,095,010002,3400,1442,333,459,650,257,2739,496,358,547,376,395,201,167,199,,,,,,,,,,,,,,,,,,,,
"Census Tract 101, Lucas County, Ohio",313,42,158,113,0,2786,122,200,1188,538,256,341,141,2464,482,34311,22560,26711,35446,0,65766,39,095,010100,3781,1706,436,415,855,276,2922,426,355,758,392,377,185,100,329,,,,,,,,,,,,,,,,,,,,
"Census Tract 102, Lucas County, Ohio",165,0,95,59,11,2416,68,252,915,534,289,236,122,2096,358,33918,31286,42260,35816,18944,0,39,095,010200,3074,1620,235,403,982,141,2469,373,239,751,352,399,212,29,114,,,,,,,,,,,,,,,,,,,,
"Census Tract 103, Lucas County, Ohio",139,63,47,29,0,1137,121,209,460,192,56,76,23,807,99,22593,13077,24276,22695,33125,250001,39,095,010300,1807,651,170,191,290,255,1038,245,167,292,137,131,18,0,48,,,,,,,,,,,,,,,,,,,,
"Census Tract 104, Lucas County, Ohio",3380,0,214,3129,37,148,0,6,25,57,0,28,32,142,60,31806,0,0,0,0,0,39,095,010400,3546,205,0,44,161,544,3002,2443,287,164,44,35,0,13,16,,,,,,,,,,,,,,,,,,,,
"Census Tract 105, Lucas County, Ohio",433,172,180,69,12,1774,71,347,726,475,49,49,57,1356,106,17500,7094,16734,30238,43864,0,39,095,010500,2974,1295,499,208,588,296,1959,624,408,352,342,102,79,7,45,,,,,,,,,,,,,,,,,,,,
"Census Tract 5028, Summit County, Ohio",237,10,151,63,13,2698,65,266,948,814,282,242,81,2367,323,34278,17917,31566,34792,40385,56629,39,153,502800,4169,1654,571,434,649,268,2786,345,255,472,579,589,272,102,172,39.0,153.0,502800.0,39153502800.0,Census Tract 5028,G5020,S,2416573.0,0.0,41.0685595,-81.4470047,153_502800,153_502800,,153_502800,Summit County,"Census Tract 5028, Summit County, Ohio",1.0,41.068559,-81.447005
"Census Tract 5031, Summit County, Ohio",77,18,19,32,8,977,76,112,259,364,61,77,28,789,105,17500,20000,18239,16728,0,0,39,153,503100,1674,616,292,75,249,117,1034,337,138,248,172,94,8,12,25,39.0,153.0,503100.0,39153503100.0,Census Tract 5031,G5020,S,646555.0,0.0,41.068852,-81.4967052,153_503100,153_503100,,153_503100,Summit County,"Census Tract 5031, Summit County, Ohio",1.0,41.068852,-81.496705
"Census Tract 5032, Summit County, Ohio",86,29,12,45,0,1000,34,226,319,289,60,64,8,740,72,22218,0,21786,0,64306,0,39,153,503200,1428,580,168,196,216,133,1005,315,135,212,139,83,42,39,40,39.0,153.0,503200.0,39153503200.0,Census Tract 5032,G5020,S,999766.0,0.0,41.0601438,-81.4955638,153_503200,153_503200,,153_503200,Summit County,"Census Tract 5032, Summit County, Ohio",1.0,41.060144,-81.495564
"Census Tract 5033, Summit County, Ohio",589,33,324,176,56,3049,0,198,1510,776,305,202,58,2851,260,36862,0,20533,46791,52380,0,39,153,503300,4856,2177,884,582,711,691,3283,631,528,757,223,567,259,63,255,39.0,153.0,503300.0,39153503300.0,Census Tract 5033,G5020,S,2551056.0,0.0,41.040614,-81.4970031,153_503300,153_503300,,153_503300,Summit County,"Census Tract 5033, Summit County, Ohio",1.0,41.040615,-81.497003
"Census Tract 5034, Summit County, Ohio",111,41,45,25,0,914,14,7,573,176,70,26,48,893,74,27465,0,29417,25114,0,0,39,153,503400,1370,540,201,105,234,276,890,257,126,146,144,100,104,1,12,39.0,153.0,503400.0,39153503400.0,Census Tract 5034,G5020,S,1054995.0,0.0,41.063034,-81.486175,153_503400,153_503400,,153_503400,Summit County,"Census Tract 5034, Summit County, Ohio",1.0,41.063034,-81.486175
"Census Tract 5035, Summit County, Ohio",342,22,199,88,33,2254,96,234,1228,307,178,82,129,1924,211,27188,11622,30778,25982,25486,0,39,153,503500,3547,1471,458,408,605,313,2488,458,232,615,515,416,53,111,88,39.0,153.0,503500.0,39153503500.0,Census Tract 5035,G5020,S,2155796.0,0.0,41.049353,-81.4838909,153_503500,153_503500,,153_503500,Summit County,"Census Tract 5035, Summit County, Ohio",1.0,41.049353,-81.483891
"Census Tract 5036, Summit County, Ohio",446,31,175,179,61,3065,49,280,1346,699,236,334,121,2736,455,30686,18056,31008,25739,54688,0,39,153,503600,4491,1873,537,651,685,306,3432,517,491,777,610,552,279,62,144,39.0,153.0,503600.0,39153503600.0,Census Tract 5036,G5020,S,4450776.0,0.0,41.0533235,-81.4659917,153_503600,153_503600,,153_503600,Summit County,"Census Tract 5036, Summit County, Ohio",1.0,41.053324,-81.465992
"Census Tract 5037.01, Summit County, Ohio",487,1,312,147,27,4245,48,601,1469,945,306,657,219,3596,876,36048,35266,34673,37944,35725,85987,39,153,503701,5528,2668,387,1026,1255,274,4618,705,152,857,945,688,786,77,408,,,,,,,,,,,,,,,,,,,,
"Census Tract 5037.02, Summit County, Ohio",645,223,128,286,8,3853,121,247,1540,1123,262,360,200,3485,560,35514,0,31890,39141,32460,0,39,153,503702,5407,2253,640,622,991,321,4407,763,358,991,619,771,654,121,130,,,,,,,,,,,,,,,,,,,,
"Census Tract 5038, Summit County, Ohio",525,167,203,138,17,2232,36,254,966,504,231,178,63,1942,241,35518,25114,31574,36995,44500,39219,39,153,503800,4067,1745,631,383,731,284,2640,840,266,425,184,386,221,102,216,39.0,153.0,503800.0,39153503800.0,Census Tract 5038,G5020,S,9224395.0,0.0,41.0291705,-81.4727794,153_503800,153_503800,,153_503800,Summit County,"Census Tract 5038, Summit County, Ohio",1.0,41.029171,-81.472779
"Census Tract 5041, Summit County, Ohio",443,15,47,298,83,478,31,37,111,151,35,100,13,410,113,36927,0,15938,36406,56154,0,39,153,504100,989,495,53,32,410,60,876,221,118,297,55,87,69,14,15,39.0,153.0,504100.0,39153504100.0,Census Tract 5041,G5020,S,827509.0,0.0,41.065477,-81.5056081,153_504100,153_504100,,153_504100,Summit County,"Census Tract 5041, Summit County, Ohio",1.0,41.065477,-81.505608
"Census Tract 5042, Summit County, Ohio",246,53,75,110,8,887,103,154,305,145,130,22,28,630,50,25072,28621,22389,25036,19038,0,39,153,504200,1507,635,216,122,297,162,1022,264,124,241,179,163,25,0,26,39.0,153.0,504200.0,39153504200.0,Census Tract 5042,G5020,S,808151.0,0.0,41.0606598,-81.5139659,153_504200,153_504200,,153_504200,Summit County,"Census Tract 5042, Summit County, Ohio",1.0,41.06066,-81.513966
"Census Tract 5044, Summit County, Ohio",158,6,31,113,8,703,5,89,291,231,37,30,20,609,50,26054,18182,14451,43542,0,0,39,153,504400,1206,469,152,91,226,145,781,182,158,159,116,96,52,18,0,39.0,153.0,504400.0,39153504400.0,Census Tract 5044,G5020,S,567852.0,0.0,41.0499297,-81.5232291,153_504400,153_504400,,153_504400,Summit County,"Census Tract 5044, Summit County, Ohio",1.0,41.04993,-81.523229
"Census Tract 5045, Summit County, Ohio",187,55,61,38,33,1256,51,232,469,351,80,44,29,973,73,26369,21429,26542,30481,0,31083,39,153,504500,1861,736,270,164,302,184,1389,293,160,230,409,176,71,18,32,39.0,153.0,504500.0,39153504500.0,Census Tract 5045,G5020,S,683968.0,0.0,41.0510032,-81.5142789,153_504500,153_504500,,153_504500,Summit County,"Census Tract 5045, Summit County, Ohio",1.0,41.051003,-81.514279
"Census Tract 5046, Summit County, Ohio",492,158,206,46,82,2119,139,396,894,503,105,63,19,1584,82,28261,31174,28478,26500,0,0,39,153,504600,3593,1454,407,305,742,411,2246,581,453,395,293,211,232,0,81,39.0,153.0,504600.0,39153504600.0,Census Tract 5046,G5020,S,1293275.0,0.0,41.0536023,-81.5050114,153_504600,153_504600,,153_504600,Summit County,"Census Tract 5046, Summit County, Ohio",1.0,41.053602,-81.505011
"Census Tract 5047, Summit County, Ohio",580,76,240,196,68,3333,28,106,1051,1184,297,509,158,3199,667,36170,0,40901,28269,51719,51250,39,153,504700,5090,2000,491,602,907,325,3687,547,280,640,456,787,447,101,429,39.0,153.0,504700.0,39153504700.0,Census Tract 5047,G5020,S,1711215.0,0.0,41.0432782,-81.5135793,153_504700,153_504700,,153_504700,Summit County,"Census Tract 5047, Summit County, Ohio",1.0,41.043278,-81.513579
"Census Tract 5048, Summit County, Ohio",317,108,105,30,74,3544,77,253,1276,804,123,830,181,3214,1011,32271,0,31890,28611,34279,62500,39,153,504800,4825,2250,435,748,1067,325,3720,404,380,1024,522,764,337,128,161,39.0,153.0,504800.0,39153504800.0,Census Tract 5048,G5020,S,2241749.0,0.0,41.0343609,-81.5160884,153_504800,153_504800,,153_504800,Summit County,"Census Tract 5048, Summit County, Ohio",1.0,41.034361,-81.516088
"Census Tract 5052, Summit County, Ohio",221,58,113,43,7,863,41,81,389,158,95,47,52,741,99,24583,25909,26019,17989,0,46473,39,153,505200,1457,598,179,171,248,116,1083,303,214,177,159,129,88,9,4,39.0,153.0,505200.0,39153505200.0,Census Tract 5052,G5020,S,1054328.0,149651.0,41.0615779,-81.5458687,153_505200,153_505200,,153_505200,Summit County,"Census Tract 5052, Summit County, Ohio",1.0,41.061326,-81.549058
"Census Tract 5053, Summit County, Ohio",174,54,90,30,0,634,37,95,287,144,62,8,1,502,9,19856,0,23750,18510,0,0,39,153,505300,1339,499,254,71,174,140,750,202,106,190,106,111,20,0,15,39.0,153.0,505300.0,39153505300.0,Census Tract 5053,G5020,S,862040.0,73884.0,41.058939,-81.5354627,153_505300,153_505300,,153_505300,Summit County,"Census Tract 5053, Summit County, Ohio",1.0,41.058607,-81.536105
"Census Tract 5054, Summit County, Ohio",455,7,198,172,78,2639,40,410,911,734,219,213,112,2189,325,25612,14348,25980,24167,34125,82644,39,153,505400,3792,1696,307,682,707,431,2760,404,374,662,495,485,91,30,219,39.0,153.0,505400.0,39153505400.0,Census Tract 5054,G5020,S,1437201.0,0.0,41.0479107,-81.563456,153_505400,153_505400,,153_505400,Summit County,"Census Tract 5054, Summit County, Ohio",1.0,41.047911,-81.563456
"Census Tract 5055, Summit County, Ohio",245,32,145,57,11,1837,157,287,730,490,132,30,11,1393,41,32533,33329,21875,33669,46875,0,39,153,505500,2652,1073,342,374,357,376,1797,361,272,332,410,200,152,3,67,39.0,153.0,505500.0,39153505500.0,Census Tract 5055,G5020,S,1087021.0,0.0,41.0504253,-81.5529789,153_505500,153_505500,,153_505500,Summit County,"Census Tract 5055, Summit County, Ohio",1.0,41.050426,-81.552979
"Census Tract 5056, Summit County, Ohio",36,28,8,0,0,730,9,104,382,187,13,28,7,617,35,21492,11583,21595,33281,0,0,39,153,505600,1116,429,146,64,219,82,723,177,121,186,75,75,52,27,10,39.0,153.0,505600.0,39153505600.0,Census Tract 5056,G5020,S,1208808.0,149137.0,41.0510951,-81.5407399,153_505600,153_505600,,153_505600,Summit County,"Census Tract 5056, Summit County, Ohio",1.0,41.051668,-81.54063
"Census Tract 5057, Summit County, Ohio",349,37,180,132,0,1901,99,166,1003,310,205,92,26,1636,118,25839,8984,28165,21875,0,0,39,153,505700,2829,1238,388,271,579,394,1973,349,423,282,217,365,191,39,107,39.0,153.0,505700.0,39153505700.0,Census Tract 5057,G5020,S,1276757.0,0.0,41.0402399,-81.5616099,153_505700,153_505700,,153_505700,Summit County,"Census Tract 5057, Summit County, Ohio",1.0,41.04024,-81.56161
"Census Tract 5058, Summit County, Ohio",272,14,69,121,68,3511,71,251,1369,819,543,262,196,3189,458,29122,0,24103,30608,80341,0,39,153,505800,4748,2142,548,663,931,374,3548,698,411,634,687,553,334,80,151,39.0,153.0,505800.0,39153505800.0,Census Tract 5058,G5020,S,3990823.0,180722.0,41.0310989,-81.5608263,153_505800,153_505800,,153_505800,Summit County,"Census Tract 5058, Summit County, Ohio",1.0,41.030673,-81.560391
"Census Tract 5059, Summit County, Ohio",123,16,65,18,24,1649,38,188,770,374,119,102,58,1423,160,35906,45347,31923,30644,51250,0,39,153,505900,2262,1158,299,294,565,191,1665,144,137,372,252,383,150,118,109,39.0,153.0,505900.0,39153505900.0,Census Tract 5059,G5020,S,4029313.0,0.0,41.0380277,-81.5365995,153_505900,153_505900,,153_505900,Summit County,"Census Tract 5059, Summit County, Ohio",1.0,41.038028,-81.536599
"Census Tract 5061, Summit County, Ohio",636,53,174,278,131,4106,81,195,691,963,273,1273,630,3830,1903,46395,23229,50134,35625,59143,58854,39,153,506100,5596,2760,461,939,1360,278,4638,1018,162,873,352,746,511,307,669,39.0,153.0,506100.0,39153506100.0,Census Tract 5061,G5020,S,5699329.0,47252.0,41.105615,-81.575039,153_506100,153_506100,,153_506100,Summit County,"Census Tract 5061, Summit County, Ohio",1.0,41.101149,-81.574723
"Census Tract 5062, Summit County, Ohio",200,68,49,77,6,2420,0,74,846,725,158,318,299,2346,617,33125,0,26827,32697,40000,69313,39,153,506200,3430,1607,347,472,788,193,2485,317,196,520,386,498,208,107,253,39.0,153.0,506200.0,39153506200.0,Census Tract 5062,G5020,S,2184221.0,0.0,41.0880658,-81.5704566,153_506200,153_506200,,153_506200,Summit County,"Census Tract 5062, Summit County, Ohio",1.0,41.088066,-81.570457
"Census Tract 5064, Summit County, Ohio",280,10,23,109,138,2158,0,50,689,547,151,465,256,2108,721,39180,29038,43413,28101,40819,72813,39,153,506400,3012,1441,327,369,745,215,2280,296,104,337,459,393,268,177,246,39.0,153.0,506400.0,39153506400.0,Census Tract 5064,G5020,S,876155.0,0.0,41.0952284,-81.5489868,153_506400,153_506400,,153_506400,Summit County,"Census Tract 5064, Summit County, Ohio",1.0,41.095228,-81.548987
"Census Tract 5065, Summit County, Ohio",184,42,102,40,0,1772,92,249,652,368,146,234,31,1431,265,24873,0,23161,29922,37188,0,39,153,506500,2702,998,325,383,290,386,1796,438,281,383,333,169,62,12,118,39.0,153.0,506500.0,39153506500.0,Census Tract 5065,G5020,S,1142332.0,0.0,41.0879242,-81.5483198,153_506500,153_506500,,153_506500,Summit County,"Census Tract 5065, Summit County, Ohio",1.0,41.087924,-81.54832
"Census Tract 5066, Summit County, Ohio",87,0,19,35,33,1375,28,123,378,384,203,175,84,1224,259,21447,11385,26850,17056,30453,0,39,153,506600,1663,1133,151,194,788,95,1383,226,315,325,249,147,55,25,41,39.0,153.0,506600.0,39153506600.0,Census Tract 5066,G5020,S,818522.0,0.0,41.0895499,-81.5358304,153_506600,153_506600,,153_506600,Summit County,"Census Tract 5066, Summit County, Ohio",1.0,41.08955,-81.535831
"Census Tract 5067, Summit County, Ohio",107,7,71,4,25,901,8,57,289,357,120,61,9,836,70,26750,0,13688,33688,0,0,39,153,506700,1471,601,219,137,245,82,984,261,171,181,134,131,59,21,26,39.0,153.0,506700.0,39153506700.0,Census Tract 5067,G5020,S,868696.0,0.0,41.072669,-81.549932,153_506700,153_506700,,153_506700,Summit County,"Census Tract 5067, Summit County, Ohio",1.0,41.072669,-81.549932
